author,updated_at,like_count,text,video_id,public,tokens,word_count
@Casalimpa55,2019-12-21T05:45:06Z,0,Mulher não é só preto que transfere a base não viu kkk eu sou um abraço no meu marido e a base fica toda na cara dele 😂 e olha que só uso coisa importada,c3Ns-AgD-Vg,True,"['mulher', 's', 'preto', 'transfere', 'base', 'viu', 'k', 'abrio', 'marido', 'base', 'fica', 'toda', 'cara', 'olha', 's', 'uso', 'coisa', 'importado']",18
@rayarasilva9483,2019-12-21T03:32:04Z,0,O negócio e usar Fenty,c3Ns-AgD-Vg,True,"['negócio', 'usar', 'gente']",3
@pepedrohenrique1203,2019-12-21T03:17:09Z,2,Eu tenho vontade de abrir uma marca que foi apenas na pele negra 25 tons de base corretivo etc mais ninguém faz isso talvez de se eu tivesse patrocínio,c3Ns-AgD-Vg,True,"['vontade', 'abrir', 'marca', 'apenas', 'pele', 'negra', 'tons', 'base', 'corretivo', 'etc', 'ninguem', 'faz', 'talvez', 'patrocínio']",14
@paolalummilumi4935,2019-12-20T23:52:18Z,2,"O batom da bocarosa é horrível!!!
Ressecou d+ meus lábios.",c3Ns-AgD-Vg,True,"['bato', 'bocados', 'horrível', 'ressoou', 'd', 'labios']",6
@jenifferamorim7820,2019-12-20T19:10:14Z,0,Que saudades dos vídeos seus testando cremes no cabelo,c3Ns-AgD-Vg,True,"['saudades', 'vamos', 'tentando', 'tremes', 'cabelo']",5
@luizasilbermandemello4348,2019-12-20T15:55:58Z,4,"Eu sou morena , meu pai  é moreno (um pouco escuro) e minha mãe é bem branca , sempre achei base da minha cor  , sei que não é meu lugar de fala , mas é revoltante esse vídeo é importante para perceber esse absurdo",c3Ns-AgD-Vg,True,"['morena', 'pai', 'moreno', 'pouco', 'escuro', 'bem', 'branca', 'sempre', 'achei', 'base', 'cor', 'sei', 'lugar', 'fala', 'revoltante', 'importante', 'perceber', 'absurdo']",18
@marinasantos6550,2019-12-20T15:34:04Z,4467,"""No instagram ta uma coisa, pessoalmente ta outra"" 


Prazer, eu",c3Ns-AgD-Vg,True,"['instaram', 'ta', 'coisa', 'pessoalmente', 'ta', 'outra', 'prazer']",7
@nayaraevangelista9085,2019-12-20T14:41:36Z,0,"Finalmente uma blogueira que eu vejo o vídeo e defende , a nossa dificuldades no dia a dia de produtos para pele e pessoas negras , parabéns de  verdade obrigado , ❤",c3Ns-AgD-Vg,True,"['finalmente', 'nogueira', 'vejo', 'defende', 'dificuldades', 'dia', 'dia', 'produtos', 'pele', 'pessoas', 'negras', 'parabéns', 'verdade', 'obrigado']",14
@anapaulafigueiredo1388,2019-12-20T13:06:33Z,0,O minha linda sinceramente seja menos rude .... A guria acabou de lançar a marca e vc já tá reclamando pqp,c3Ns-AgD-Vg,True,"['linda', 'sinceramente', 'menos', 'rude', 'guia', 'acabou', 'lançar', 'marca', 'vá', 'j', 't', 'reclamando', 'pp']",13
@sfjuju2828,2019-12-20T04:49:21Z,1,Só eu q n vejo diferença? ;-;,c3Ns-AgD-Vg,True,"['s', 'q', 'n', 'vejo', 'diferença']",5
@sfjuju2828,2019-12-20T04:46:22Z,2,9:20 quando ela finalmente passou a bendita base;-;,c3Ns-AgD-Vg,True,"['finalmente', 'passou', 'bendita', 'base']",4
@sfjuju2828,2019-12-20T04:45:43Z,0,Tudo a mesma coisa 🤦🏻‍♀️,c3Ns-AgD-Vg,True,"['tudo', 'mesma', 'coisa']",3
@fernandafelix4983,2019-12-20T03:54:38Z,0,"Eu tô num ÓDIO da Ruby Rose!!! 
Elas mudaram as cores DEEEEE NOVOOO!! Custei achar a cor certa eles vão lá e pá: MUDA!!",c3Ns-AgD-Vg,True,"['t', 'rubi', 'rose', 'mudaram', 'cores', 'deteve', 'noviço', 'custei', 'achar', 'cor', 'certa', 'vo', 'l', 'p', 'muda']",15
@sianesilva3700,2019-12-20T03:53:22Z,3,"Se essas marcas estivessem interessadas em atender a pele negra chamariam uma blogueira negra pra lançar base...mas são sempre as meninas brancas né, parem de se iludir",c3Ns-AgD-Vg,True,"['marcas', 'interessadas', 'atender', 'pele', 'negra', 'chamariam', 'nogueira', 'negra', 'pra', 'lançar', 'bateias', 'so', 'sempre', 'meninas', 'brancas', 'n', 'parem', 'iludir']",18
@clariceestacio4064,2019-12-20T01:47:43Z,1,"9:30 Camila sou sua fã e isso não é uma crítica apenas um observação, eu achei que a base estava super do tom da sua pele , é que não tinha nenhum defeito em relação a cor.",c3Ns-AgD-Vg,True,"['camisa', 'f', 'crítica', 'apenas', 'observaço', 'achei', 'base', 'super', 'tom', 'pele', 'nenhum', 'defeito', 'relho', 'cor']",14
@ianmarques1696,2019-12-19T22:28:50Z,0,"Gente eu adorei o canal , muito alto astral vc ....sucesso",c3Ns-AgD-Vg,True,"['gente', 'adorei', 'canal', 'alto', 'astral', 'vá', 'sucesso']",7
@juliaberaldo7588,2019-12-19T21:50:03Z,29,16:15 o deboche da Camila sobre a base q derreteu .Tô berrando  junto kkkkkkkk,c3Ns-AgD-Vg,True,"['deboche', 'camisa', 'sobre', 'base', 'q', 'derreteu', 't', 'berrando', 'junto', 'kkkkkkkk']",10
@AnaClara-ml1yd,2019-12-19T18:32:32Z,1,"por conhecidência a base de tom ""ana"" é a do meu tom que me chamo ana kkkkkkkkkk",c3Ns-AgD-Vg,True,"['conhecidncia', 'base', 'tom', 'tom', 'chamo', 'kkkkkkkkkk']",6
@giannifloripesdasilvatutti1420,2019-12-19T14:54:58Z,0,VC é muito bonita,c3Ns-AgD-Vg,True,"['vá', 'bonita']",2
@Heybabela,2019-12-19T02:00:15Z,0,"enrolou muito, falou muito, tive que pular vaaaarias vezes pra ver o seu teste! mas amo seus videos!",c3Ns-AgD-Vg,True,"['enrolou', 'falou', 'pular', 'vaaaarias', 'vezes', 'pra', 'ver', 'deste', 'amo', 'vidros']",10
@sanemcan5547,2019-12-19T00:46:40Z,1,Maring ferring n tem 1 tom p pele negra ! Fico revoltada,c3Ns-AgD-Vg,True,"['merino', 'fearing', 'n', 'tom', 'p', 'pele', 'negra', 'fico', 'revoltada']",9
@pocpaulo8362,2019-12-19T00:26:28Z,0,"não entendo, na base clara oxida e fica mais escura, e base escura oxida e fica mais clara???",c3Ns-AgD-Vg,True,"['entendo', 'base', 'clara', 'vida', 'fica', 'escura', 'base', 'escura', 'vida', 'fica', 'clara']",11
@lopestatiana22,2019-12-18T23:09:57Z,4,"Eu TB não achei um tom bom
Para minha pele, acho que as empresas têm dificuldades para criar tons de base, nem do corretivo..minha pele é clara média...",c3Ns-AgD-Vg,True,"['achei', 'tom', 'bom', 'pele', 'acho', 'empresas', 'dificuldades', 'criar', 'tons', 'base', 'corretivominha', 'pele', 'clara', 'dia']",14
@vivi-bl9rq,2019-12-18T21:45:11Z,5,"as vezes eu reclamo por nunca achar uma base no meu tom, a diferença é que eu sou branca, quando não fica cinza, fica amarelo, laranja, etc... Mas olhando tantas resenhas de mulheres com pele negra vejo o quão é diferente uma preocupação com a outra. Espero de todo o meu coração que um dia alguém faça uma linha para pele negra levando a sério, se eu pudesse, faria uma linha até com base verde!",c3Ns-AgD-Vg,True,"['vezes', 'reclamo', 'nunca', 'achar', 'base', 'tom', 'diferença', 'branca', 'fica', 'cinza', 'fica', 'amarelo', 'laranja', 'etc', 'olhando', 'tantas', 'resenha', 'mulheres', 'pele', 'negra', 'vejo', 'quo', 'diferente', 'preocupado', 'outra', 'espero', 'todo', 'coraço', 'dia', 'algum', 'faça', 'linha', 'pele', 'negra', 'levando', 'seio', 'pudesse', 'faria', 'linha', 'at', 'base', 'verde']",42
@vlogdepobre_babigonzalez2062,2019-12-18T20:58:47Z,0,"Pleas! Vocês mulheres que são negras, NNN AAAA OOOO PRECISA DE MAKE.  A pele de vocês são linda, perfeita. Já nascem com a cor perfeita",c3Ns-AgD-Vg,True,"['mulheres', 'so', 'negras', 'non', 'asaa', 'precisa', 'make', 'pele', 'so', 'linda', 'perfeita', 'j', 'nascem', 'cor', 'perfeita']",15
@giovanna-ri9hc,2019-12-18T19:50:40Z,0,É impressão minha ou o tom da base deu uma leve mudada depois de ter jogado água e secado??,c3Ns-AgD-Vg,True,"['impresso', 'tom', 'base', 'deu', 'leve', 'mudada', 'ter', 'jogado', 'rua', 'secado']",10
@pamelaporceli,2019-12-18T18:48:19Z,0,"realmente isso é verdade, eu sou maquiadora, e eu tenho clientes negras que me procuram, é mais do que minha obrigação ter bases para o tom de pele delas, e eu fiquei super feliz quando a boca rosa lançou estes tons de pele negra... realmente decepcionante, eu fico com a cara no chão pra essas coisas",c3Ns-AgD-Vg,True,"['realmente', 'verdade', 'maquiadora', 'clientes', 'negras', 'procuram', 'obrigado', 'ter', 'bases', 'tom', 'pele', 'fiquei', 'super', 'feliz', 'boca', 'rosa', 'lançou', 'tons', 'pele', 'negra', 'realmente', 'decepcionante', 'fico', 'cara', 'cho', 'pra', 'coisas']",27
@leerafael5672,2019-12-18T18:13:25Z,14,"16:04 ""Aaah!! Ela disse sim que é resistente, então bora tacar mas, uma piscina!!!""

Simplesmente amei KKKKKKKKKKKKKKKKKK",c3Ns-AgD-Vg,True,"['amar', 'disse', 'sim', 'resistente', 'ento', 'ora', 'tocar', 'piscina', 'simplesmente', 'amei', 'kkkkkkkkkkkkkkkkkk']",11
@celmadenely2343,2019-12-18T18:11:08Z,2,pra mim a camila tinha que criar uma marca de base de peles negras,c3Ns-AgD-Vg,True,"['pra', 'mim', 'camisa', 'criar', 'marca', 'base', 'peles', 'negras']",8
@btsforeverlovelau1278,2019-12-18T15:40:04Z,0,A 6 da para mim,c3Ns-AgD-Vg,True,['mim'],1
@MariaCostacx,2019-12-18T15:07:10Z,0,"Acho q eles deveriam focar em fazer algo perfeito para todos, seja pela negra ou branca!
Eu saio na rua com a minha mãe e a maioria das lojas n tem base pra pele negra (minha mãe é morena e fica beem revoltada com isso).",c3Ns-AgD-Vg,True,"['acho', 'q', 'deveriam', 'focar', 'fazer', 'algo', 'perfeito', 'todos', 'negra', 'branca', 'saio', 'rua', 'maioria', 'lojas', 'n', 'base', 'pra', 'pele', 'negra', 'morena', 'fica', 'bem', 'revoltada']",23
@IsadoraMartins-lc7zw,2019-12-18T14:13:21Z,0,Amei o cabelo 💕,c3Ns-AgD-Vg,True,"['amei', 'cabelo']",2
@danielecamilo268,2019-12-18T13:09:04Z,0,"Sua pele é lindaaa, pqp",c3Ns-AgD-Vg,True,"['pele', 'lindas', 'pp']",3
@sofiadaily,2019-12-18T13:05:10Z,0,"Só eu senti que depois de passar água ela oxidou mais e ficou melhor? Testa isso minha linda, tenta passar com esponjinha bem úmida p/ ver se não perde o dinheiro que não se acha em árvore hahaha",c3Ns-AgD-Vg,True,"['s', 'senti', 'passar', 'rua', 'opinou', 'ficou', 'melhor', 'testa', 'linda', 'tenta', 'passar', 'esporinha', 'bem', 'vida', 'p', 'ver', 'perde', 'dinheiro', 'acha', 'árvore', 'havana']",21
@lucasrafael9753,2019-12-18T11:53:28Z,1,Que racha é essa llkkkk. Maravilhosaaa <3 <3,c3Ns-AgD-Vg,True,"['racha', 'llkkkk', 'maravilhosas']",3
@statussuperior4247,2019-12-18T00:08:08Z,0,O vídeo é muito interessante mas você fala demais,c3Ns-AgD-Vg,True,"['interessante', 'fala', 'demais']",3
@elizabetholiveira3878,2019-12-17T23:57:30Z,0,Vc é linda adoro seus vídeos eu já me escrevi é dei o laiki,c3Ns-AgD-Vg,True,"['vá', 'linda', 'adoro', 'vamos', 'j', 'escrevi', 'dei', 'mairi']",8
@leidiane8422,2019-12-17T21:27:31Z,484,"Gente.. até eu que sou branquinha é difícil pra achar base que fique realmente boa, umas fica mais escura, outras bem mais clara que meu tom de pele, imagina pele negra",c3Ns-AgD-Vg,True,"['gente', 'at', 'banquinha', 'difícil', 'pra', 'achar', 'base', 'fique', 'realmente', 'boa', 'umas', 'fica', 'escura', 'outras', 'bem', 'clara', 'tom', 'pele', 'imagina', 'pele', 'negra']",21
@henilaymartins4580,2019-12-17T20:30:11Z,1,Ela foi bem mais gente boa falando da Boca Rosa que da Mari Maria!,c3Ns-AgD-Vg,True,"['bem', 'gente', 'boa', 'falando', 'boca', 'rosa', 'mari', 'maria']",8
@marissol9,2019-12-17T18:59:25Z,1,"A Bianca realmente lançou pouquíssimas cores, será que ela vai lançar mais ??",c3Ns-AgD-Vg,True,"['branca', 'realmente', 'lançou', 'pouquíssimas', 'cores', 'vai', 'lançar']",7
@carollima1554,2019-12-17T18:37:00Z,19,"Vim por curiosidade pela Karen Bachini, realmente a diferença da foto pra realidade é gritante. Eu acho q vc foi até bem solidária no final pq eu acho q qdo se passa base a pele tem que ficar ao ponto de parecer que está usando nada.",c3Ns-AgD-Vg,True,"['vim', 'curiosidade', 'farei', 'machina', 'realmente', 'diferença', 'fato', 'pra', 'realidade', 'tratante', 'acho', 'q', 'vá', 'at', 'bem', 'solidária', 'final', 'pa', 'acho', 'q', 'passa', 'base', 'pele', 'ficar', 'ponto', 'parecer', 'est', 'usando', 'nada']",29
@terezamarcela,2019-12-17T18:23:59Z,0,Queria entender essa dificuldade dos fabricantes de fazer base de cores negras.,c3Ns-AgD-Vg,True,"['queria', 'entender', 'dificuldade', 'fabricantes', 'fazer', 'base', 'cores', 'negras']",8
@samuelmaia9680,2019-12-17T15:08:26Z,0,vc é muito lindaaaa,c3Ns-AgD-Vg,True,"['vá', 'lindaaaa']",2
@Xvoyzx,2019-12-17T04:12:01Z,92,"*MANO EU LEMBRO DELA DESDE OS 150K MANOOO 1M JÁ, PARABÉNS.*",c3Ns-AgD-Vg,True,"['mano', 'lembro', 'desde', 'k', 'mandou', 'm', 'j', 'parabéns']",8
@rubyceifeira6810,2019-12-17T02:15:01Z,0,Que cabelo Jesus 😍😍😍,c3Ns-AgD-Vg,True,"['cabelo', 'jesus']",2
@ericacarolinerezende9944,2019-12-17T01:19:43Z,1,"Migaa, bangu e norte shopping só tem as de pele negra!! Eu ainda n achei p pele “amarela” q é a minha. Ta smp esgotada mas as de negras estão sempre lá",c3Ns-AgD-Vg,True,"['migas', 'baniu', 'norte', 'shopping', 's', 'pele', 'negra', 'ainda', 'n', 'achei', 'p', 'pele', 'amarela', 'q', 'ta', 'sup', 'esgotada', 'negras', 'esto', 'sempre', 'l']",21
@ericacarolinerezende9944,2019-12-17T01:19:27Z,0,"Migaa, bangu e norte shopping só tem as de pele negra!! Eu ainda n achei p pele “amarela” q é a minha. Ta smp esgostada... mas as de negras estão sempre lá",c3Ns-AgD-Vg,True,"['migas', 'baniu', 'norte', 'shopping', 's', 'pele', 'negra', 'ainda', 'n', 'achei', 'p', 'pele', 'amarela', 'q', 'ta', 'sup', 'esgotada', 'negras', 'esto', 'sempre', 'l']",21
@annymedeiros8655,2019-12-17T01:07:34Z,0,Linda rainha! Fala tudo mesmo! 😏 Seu dinheiro e acabou.,c3Ns-AgD-Vg,True,"['linda', 'rainha', 'fala', 'tudo', 'dinheiro', 'acabou']",6
@anasantos6589,2019-12-17T00:50:35Z,1,"Man,sou totalmente contra o racismo! Mas isso ridículo isso de vcs ficarem criticando,meu, ""ela"" fez OQ ""ela"" achou q iria agradar as peles negras! Ainda q ela fez,lembrou q existe história do negro sem o Brasil,mas n hist do Brasil sem negro,mas man,parem de ficar criticando, isso é extremamente ridículo,nem cheguei a assistir o vídeo,mas sei q existem críticas,é claro,smp irá haver criativas serão há algo errado. Mas prfvr,se está achando ruim,é só não usar!",c3Ns-AgD-Vg,True,"['mandou', 'totalmente', 'contra', 'realismo', 'ridiculo', 'ficarem', 'criticandomeu', 'fez', 'achou', 'q', 'iria', 'agradar', 'peles', 'negras', 'ainda', 'q', 'relembrou', 'q', 'existe', 'histeria', 'negro', 'brasilmas', 'n', 'wist', 'brasil', 'negros', 'mandarem', 'ficar', 'criticando', 'extremamente', 'ridculonem', 'cheguei', 'assistir', 'redomas', 'sei', 'q', 'existem', 'céticas', 'claros', 'ir', 'privativas', 'h', 'algo', 'errado', 'privarse', 'est', 'achando', 'ruim', 's', 'usar']",50
@eruditefairy,2019-12-16T20:19:27Z,0,E esse cabelo? Amoooo ❤,c3Ns-AgD-Vg,True,"['cabelo', 'amoroso']",2
@anabeatrizs2985,2019-12-16T19:45:47Z,0,Minha opinião o produto é dela se alguém estiver muito encomodado com as cores você mesma encomodada faça a sua própria maquiagem porque as maquiagens não são feitas pra agradar todo mundo existe gente amarelada eu nunca vi uma base apropriada para esse tipo de pessoa.,c3Ns-AgD-Vg,True,"['opinião', 'produto', 'algum', 'incomodado', 'cores', 'mesma', 'incomodada', 'faça', 'propria', 'maquinem', 'porque', 'maquiagens', 'so', 'feitas', 'pra', 'agradar', 'todo', 'mundo', 'existe', 'gente', 'amarelada', 'nunca', 'vi', 'base', 'apropriada', 'tipo', 'pessoa']",27
@jadsoncarneirodesousa7847,2019-12-16T17:21:42Z,6,"CAMILLA LANÇA SUA LINHA DE BASEEE, E MAKEEEE IA SER TOPP,  é difícil mais um dia vai ser a sua linhaaaa",c3Ns-AgD-Vg,True,"['camisa', 'lama', 'linha', 'base', 'makeeee', 'ia', 'topo', 'difícil', 'dia', 'vai', 'linhaça']",11
@evelinfernanda4025,2019-12-16T16:11:00Z,0,Amei,c3Ns-AgD-Vg,True,['amei'],1
@LauraAfiliada,2019-12-16T09:44:41Z,2,Aplicação começa em 9:21 😘😘,c3Ns-AgD-Vg,True,"['aplicar', 'comia']",2
@Clara-nb5mo,2019-12-16T00:10:42Z,0,Que mulher linda meu pai amei já me inscrevi 💕 parabéns você é muito diva,c3Ns-AgD-Vg,True,"['mulher', 'linda', 'pai', 'amei', 'j', 'inscrevo', 'parabéns', 'diva']",8
@adriansueny9273,2019-12-15T23:46:02Z,0,"Mas eu gostei em vc, pelomenos no vídeo. Né. Lindaaaa",c3Ns-AgD-Vg,True,"['gostei', 'vá', 'pelomenos', 'n', 'lindaaaa']",5
@Edi19661,2019-12-15T23:30:18Z,0,seu cabelo é lindo d+ tô impactada,c3Ns-AgD-Vg,True,"['cabelo', 'lindo', 'd', 't', 'imputada']",5
@larissafernandes5819,2019-12-15T22:37:13Z,0,Me dá esse cabelo?,c3Ns-AgD-Vg,True,"['d', 'cabelo']",2
@savanamakes9677,2019-12-15T22:29:15Z,0,"Código do consumidor minha gente. Isso é propaganda enganosa. Um absurdo publicar uma foto das bases bem escuras e pessoalmente ser EXTREMAMENTE CLARA. Um absurdo, um descaso com as consumidoras, tanto as maquiadoras profissionais quanto com quem compra pra automaquiagem. Estou muito decepcionada.",c3Ns-AgD-Vg,True,"['digo', 'consumidor', 'gente', 'propaganda', 'enganosa', 'absurdo', 'publicar', 'fato', 'bases', 'bem', 'escuras', 'pessoalmente', 'extremamente', 'clara', 'absurdo', 'descaso', 'consumidoras', 'tanto', 'maquiadoras', 'profissionais', 'quanto', 'compra', 'pra', 'automaquiagem', 'decepcionada']",25
@samarasantana5946,2019-12-15T22:24:21Z,0,Gentee kkk ela e d+💕,c3Ns-AgD-Vg,True,"['gente', 'k', 'd']",3
@jessicanayara4162,2019-12-15T21:10:46Z,0,Camilla testa a base da vizella😘❤,c3Ns-AgD-Vg,True,"['camisa', 'testa', 'base', 'villa']",4
@LaisSilvaMakeup,2019-12-15T20:04:54Z,2,Pra mim ficou bom sim na sua pele 🤷🏼‍♀️,c3Ns-AgD-Vg,True,"['pra', 'mim', 'ficou', 'bom', 'sim', 'pele']",6
@fernandavitorianascimentod2247,2019-12-15T19:14:04Z,1,"Uma base com o meu nome ,que não Mem representou como minha pele negra",c3Ns-AgD-Vg,True,"['base', 'nome', 'representou', 'pele', 'negra']",5
@marianadrehmer5099,2019-12-15T19:06:01Z,0,O fato de não ter o tom da base não é culpa dela.,c3Ns-AgD-Vg,True,"['fato', 'ter', 'tom', 'base', 'culpa']",5
@hemilymoura5233,2019-12-15T17:55:22Z,0,Ela grita muito,c3Ns-AgD-Vg,True,['grita'],1
@JulianaOliveira-oo1pb,2019-12-15T17:33:12Z,0,Mulher linda da gota serena!,c3Ns-AgD-Vg,True,"['mulher', 'linda', 'gota', 'serena']",4
@mccaroldecaxias,2019-12-15T17:23:59Z,0,"Que muco é esse , negaaaaa???",c3Ns-AgD-Vg,True,"['muco', 'negaaaaa']",2
@nathalyoliveira2119,2019-12-15T16:14:54Z,2,"Lugares aqui em São Paulo que EU vi que vende:

C&A
Renner 
Riachuelo",c3Ns-AgD-Vg,True,"['lugares', 'aqui', 'so', 'pulo', 'vi', 'vende', 'ca', 'render', 'riachuelo']",9
@gabrielatoledo7657,2019-12-15T16:11:48Z,0,Mais cami não achei tão diferente ficou igual o tom parece para mim Minha opinião,c3Ns-AgD-Vg,True,"['cami', 'achei', 'to', 'diferente', 'ficou', 'igual', 'tom', 'parece', 'mim', 'opinião']",10
@nathalyoliveira2119,2019-12-15T16:11:23Z,0,Ai me apaixonei mais uma inscrita e seguidora aqui :),c3Ns-AgD-Vg,True,"['ai', 'apaixonei', 'inscrita', 'seguida', 'aqui']",5
@crystinebiond4403,2019-12-15T15:34:36Z,0,Vc é muito engraçada e agradável kkkk. Amei chegar ao seu canal. Seu inglês é perfeito. Sucesso. A base que uso nas minhas amigas de pele negra é a da Mac. Elas adoram mas eu prefiro na minha pele a da Lancome pq minha pele é seca.,c3Ns-AgD-Vg,True,"['vá', 'engraçada', 'agradável', 'kkkk', 'amei', 'chegar', 'canal', 'inglês', 'perfeito', 'sucesso', 'base', 'uso', 'amigas', 'pele', 'negra', 'adoram', 'prefiro', 'pele', 'mandome', 'pa', 'pele', 'seca']",22
@sohalves,2019-12-15T15:15:01Z,10,Resumo:  última cor não seria pra vc..... resistente não é a prova de água.... E outra pra quer ficar dando Ibope pra quem não produz a porra da cor ... Abandona essas menina pelo amor de Deus ..,c3Ns-AgD-Vg,True,"['resumo', 'ultima', 'cor', 'pra', 'vá', 'resistente', 'prova', 'rua', 'outra', 'pra', 'quer', 'ficar', 'dando', 'bote', 'pra', 'produz', 'poria', 'cor', 'abandona', 'menina', 'amor', 'deus']",22
@panunes6394,2019-12-15T15:01:49Z,0,Gente mt boa essa blogueira kkkkk porque eu nunca te vi antes??,c3Ns-AgD-Vg,True,"['gente', 'boa', 'nogueira', 'kkkkk', 'porque', 'nunca', 'vi', 'antes']",8
@shebabythinkerbel,2019-12-15T11:50:19Z,0,"E a base da pausaparafeminices e Bruna Tavares? Sempre vejo fotos de mulheres negras, a Thamires blogueira tbm.",c3Ns-AgD-Vg,True,"['base', 'pausaparafeminices', 'bruxa', 'talares', 'sempre', 'vejo', 'fatos', 'mulheres', 'negras', 'chamares', 'nogueira', 'tom']",12
@kekekeke880,2019-12-15T11:02:45Z,4,"Essa base é pra gente parda, tipo eu. Totalmente diferente da foto. Eles nem disfarçam a vergonha mds🤮",c3Ns-AgD-Vg,True,"['base', 'pra', 'gente', 'parda', 'tipo', 'totalmente', 'diferente', 'fato', 'disfarçam', 'vergonha']",10
@veronicanunes8158,2019-12-15T06:07:31Z,1,"vc tem um gato?? pq eu tô escutando uns miados kkkkk
primeira vez aqui e já gostei, mais uma inscrita ❤",c3Ns-AgD-Vg,True,"['vá', 'gato', 'pa', 't', 'escutando', 'uns', 'miados', 'kkkkk', 'primeira', 'vez', 'aqui', 'j', 'gostei', 'inscrita']",14
@lilovs9952,2019-12-15T05:56:33Z,4,"Pq falam “negra mais clara”?? Cor de pele parda não existe??? Uma pessoa filha de um pai branco e uma mãe negra NÃO É SÓ NEGRA E NEM SÓ BRANCA. PARDO E PARDA. O famoso “morena, morena”. Pele negra clara e a pele da Beyoncé, pele morena, parda, é a das pessoas indianas por exemplo.",c3Ns-AgD-Vg,True,"['pa', 'falam', 'negra', 'clara', 'cor', 'pele', 'parda', 'existe', 'pessoa', 'filha', 'pai', 'branco', 'negra', 's', 'negra', 's', 'branca', 'pardo', 'parda', 'famoso', 'morena', 'morena', 'pele', 'negra', 'clara', 'pele', 'beyonce', 'pele', 'morena', 'parda', 'pessoas', 'indignas', 'exemplo']",33
@JeonJungkook-bk9lb,2019-12-15T05:19:09Z,9687,"""E ela cobriu todas as minhas imperfeições""
Quais? Que você não tem",c3Ns-AgD-Vg,True,"['cobriu', 'todas', 'imperfeiçes', 'quais']",4
@mayracosta9468,2019-12-15T04:36:08Z,0,Chata e mimizenta,c3Ns-AgD-Vg,True,"['chata', 'mimizenta']",2
@Tabata-vf6jb,2019-12-15T04:20:32Z,0,"É aquilo se não tem para pele negra também não tem pra mim, jamais vou investir dinheiro em uma marca assim",c3Ns-AgD-Vg,True,"['pele', 'negra', 'tambem', 'pra', 'mim', 'jamais', 'vou', 'investir', 'dinheiro', 'marca', 'assim']",11
@Nicole-wk3rs,2019-12-15T03:44:32Z,5,"Eu vejo por ai na internet base ""negras"" que na foto é escura e quando voce usa é muito clara, parece que eles fazem n pensando em voces negras e sim em ""contorno"" em pele BRANCA...",c3Ns-AgD-Vg,True,"['vejo', 'ai', 'interno', 'base', 'negras', 'fato', 'escura', 'voce', 'usa', 'clara', 'parece', 'fazem', 'n', 'pensando', 'negras', 'sim', 'contorno', 'pele', 'branca']",19
@brunaaraujo8611,2019-12-15T03:40:10Z,0,Que pele perfeita 🤩🤩🤩,c3Ns-AgD-Vg,True,"['pele', 'perfeita']",2
@milenamarques7172,2019-12-15T03:19:13Z,0,amei💓,c3Ns-AgD-Vg,True,['amei'],1
@mrl1111,2019-12-15T02:53:10Z,0,Camilla esse cabelo tá maravilhoso!!!!!!!,c3Ns-AgD-Vg,True,"['camisa', 'cabelo', 't', 'maravilhoso']",4
@jessicazuaboni5731,2019-12-15T02:41:07Z,0,"Gente amei esse canal, e realmente esse questão da base tinha q ser mais testada, se ela lançasse uma linha com mais tons seria mais fácil",c3Ns-AgD-Vg,True,"['gente', 'amei', 'canal', 'realmente', 'questão', 'base', 'q', 'testada', 'lavasse', 'linha', 'tons', 'fácil']",12
@gracianexavier1267,2019-12-15T02:10:29Z,0,Qual base q não saia na água quando chove ou a pessoa chora ? Vcs querem base ou marcará kkkkk,c3Ns-AgD-Vg,True,"['base', 'q', 'saia', 'rua', 'chove', 'pessoa', 'chora', 'querem', 'base', 'marcar', 'kkkkk']",11
@meh2340,2019-12-15T00:41:19Z,6,"Só eu que fiquei com aflição com aquele brinco dela pegando no pescoço dela. A camila te amo 😘
#testamaisprotudos",c3Ns-AgD-Vg,True,"['s', 'fiquei', 'afliço', 'brinco', 'pegando', 'pescoço', 'camisa', 'amo', 'testamaisprotudos']",9
@leticiamendess7622,2019-12-15T00:15:14Z,0,"Camila sempre lacrando! Na minha opnião algumas marcas esquecem da pele negra! Amei o vídeo, a única coisa me deixou agoniada foi a argola que ta pegando no pescoço dela kkkkk❤😆",c3Ns-AgD-Vg,True,"['camisa', 'sempre', 'lucrando', 'opinião', 'algumas', 'marcas', 'esquecem', 'pele', 'negra', 'amei', 'nica', 'coisa', 'deixou', 'agoniada', 'argola', 'ta', 'pegando', 'pescoço', 'kkkkk']",19
@rayssacarvalho4336,2019-12-14T23:50:45Z,0,"Ah para, ficou ótimo",c3Ns-AgD-Vg,True,"['ah', 'ficou', 'tipo']",3
